"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.1,
"ITA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.8,
"ITA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.9,
"JPN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.7,
"JPN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.7,
"KOR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.2,
"KOR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.1,
"LUX","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.2,
"LUX","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.9,
"MEX","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.4,
"MEX","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.5,
"NLD","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.5,
"NLD","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.6,
"NZL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",4.3,
"NZL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.1,
"NOR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",4.9,
"NOR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.8,
"POL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.1,
"POL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.1,
"PRT","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.6,
"PRT","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.9,
"SVK","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.5,
"SVK","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.6,
"ESP","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.8,
"ESP","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.7,
"SWE","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.9,
"SWE","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.9,
"CHE","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.5,
"CHE","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.5,
"GBR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",4,
"GBR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.1,
"USA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"USA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.3,
"BRA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",4.3,
"BRA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",4.4,
"CHL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.8,
"CHL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.7,
"CHL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2014",2.5,
"EST","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.2,
"EST","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.1,
"IND","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"IDN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"IDN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"ISR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.9,
"ISR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.8,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.2,
"RUS","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.5,
"SVN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.4,
"ZAF","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"AUS","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.6,
"AUS","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.7,
"AUT","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5,
"AUT","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5,
"BEL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5.7,
"BEL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.8,
"CAN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.6,
"CAN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"CZE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.6,
"CZE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.4,
"DNK","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"DNK","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",7.2,
"FIN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",6.1,
"FIN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",6,
"FRA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.9,
"FRA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.8,
"DEU","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.3,
"DEU","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.2,
"GRC","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"GRC","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"GRC","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"HUN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.3,
"HUN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.3,
"ISL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",6,
"ISL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",6,
"IRL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5.6,
"IRL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.2,
"ITA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"ITA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.7,
"JPN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.5,
"JPN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.5,
"KOR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4,
"KOR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.1,
"LUX","EDUPUBEXP","TRY","PC_GDP","A","2012",0.4,
"LUX","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"LUX","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.7,
"LUX","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"MEX","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.4,
"MEX","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.5,
"NLD","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5.1,
"NLD","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.2,
"NZL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",6,
"NZL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.7,
"NOR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",7.4,
"NOR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",7.3,
"POL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.3,
"POL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.4,
"PRT","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"PRT","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.8,
"SVK","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.4,
"SVK","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.6,
"ESP","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.8,
"ESP","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.7,
"SWE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5.9,
"SWE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.9,
"CHE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.8,
"CHE","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.8,
"TUR","EDUPUBEXP","TRY","PC_GDP","A","2012",1.4,
"TUR","EDUPUBEXP","TRY","PC_GDP","A","2013",1.6,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.6,
"TUR","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3,
"TUR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.9,
"TUR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.6,
"GBR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",5.3,
"GBR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.5,
"USA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"USA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.6,
"ARG","EDUPUBEXP","TRY","PC_GDP","A","2012",1,
"ARG","EDUPUBEXP","TRY","PC_GDP","A","2013",1.1,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.9,
"ARG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.8,
"ARG","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.9,
"ARG","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.9,
"BRA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"BRA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",5.5,
"CHL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.1,
"CHL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",3.8,
"CHL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2014",3.7,
"CHN","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"CHN","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"CHN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"COL","EDUPUBEXP","TRY","PC_GDP","A","2012",0.9,
"COL","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",0.5,
"COL","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"COL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",1.4,
"COL","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"EST","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.2,
"EST","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.5,
"IND","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"IDN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",,"M"
"IDN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"ISR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.8,
"ISR","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.8,
"LVA","EDUPUBEXP","TRY","PC_GDP","A","2012",1,
"LVA","EDUPUBEXP","TRY","PC_GDP","A","2013",1,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",2.9,
"LVA","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.1,
"LVA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.9,
"LVA","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.1,
"RUS","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",3.1,
"RUS","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"SAU","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"SAU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"SAU","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"SVN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.7,
"SVN","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.5,
"ZAF","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"CRI","EDUPUBEXP","TRY","PC_GDP","A","2013",,"M"
"CRI","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"CRI","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",,"M"
"LTU","EDUPUBEXP","TRY","PC_GDP","A","2012",4.8,
"LTU","EDUPUBEXP","TRY","PC_GDP","A","2013",1.3,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",9.5,
"LTU","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",2.7,
"LTU","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",14.3,
"LTU","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4,
"OAVG","EDUPUBEXP","TRY","PC_GDP","A","2012",1.3,
"OAVG","EDUPUBEXP","TRY","PC_GDP","A","2013",1.3,
"OAVG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2012",3.4,
"OAVG","EDUPUBEXP","PRY_NTRY","PC_GDP","A","2013",3.4,
"OAVG","EDUPUBEXP","PRY_TRY","PC_GDP","A","2012",4.7,
"OAVG","EDUPUBEXP","PRY_TRY","PC_GDP","A","2013",4.8,
